stall_name,type_of_shop,latitude,longitude,closing_time,day_of_week,weather,holiday_flag,leftovers_servings
stall_75,beverage_stall,1.39113,103.70478,20,Tuesday,sunny,0,3.6
stall_180,bakery,1.31821,103.82576,22,Sunday,rainy,0,20.6
stall_198,economic_rice_stall,1.42438,103.64581,23,Saturday,sunny,0,22.1
stall_48,dim_sum_stall,1.37836,103.84775,22,Thursday,sunny,0,12.9
stall_118,economic_rice_stall,1.29417,103.93921,22,Wednesday,sunny,0,25.6
stall_174,laksa_stall,1.26616,103.68777,22,Wednesday,cloudy,1,27.3
stall_192,fishball_noodle_stall,1.48488,103.67974,20,Tuesday,sunny,0,18.0
stall_165,economic_rice_stall,1.32473,103.68273,23,Thursday,rainy,0,37.0
stall_125,fishball_noodle_stall,1.29028,103.81917,20,Sunday,cloudy,0,21.3
stall_16,bakery,1.44225,103.67616,22,Monday,cloudy,0,11.8
stall_112,fishball_noodle_stall,1.27642,103.88351,20,Friday,rainy,1,28.8
stall_138,roti_prata_stall,1.45492,103.62913,23,Wednesday,cloudy,0,11.7
stall_86,western_food_stall,1.43403,103.95365,20,Saturday,sunny,0,27.9
stall_145,chicken_rice_stall,1.25277,103.98319,20,Friday,sunny,0,15.4
stall_137,bakery,1.27345,103.79005,21,Sunday,cloudy,0,15.7
stall_23,western_food_stall,1.25706,103.77945,23,Friday,cloudy,0,19.4
stall_49,laksa_stall,1.32577,103.83347,20,Sunday,cloudy,0,25.1
stall_111,dim_sum_stall,1.31556,103.83064,22,Thursday,rainy,0,19.7
stall_190,bakery,1.39504,103.91249,21,Saturday,rainy,0,21.2
stall_19,laksa_stall,1.41872,103.86935,21,Saturday,cloudy,0,25.9
stall_87,fishball_noodle_stall,1.32191,103.84826,23,Friday,cloudy,0,18.4
stall_190,bakery,1.39504,103.91249,23,Monday,rainy,0,22.0
stall_148,fried_hokkien_mee_stall,1.33694,103.92057,22,Monday,cloudy,0,21.5
stall_100,roti_prata_stall,1.2071,103.67725,20,Monday,sunny,0,8.3
stall_83,fried_hokkien_mee_stall,1.43884,103.94428,23,Tuesday,rainy,0,35.1
stall_58,dessert_stall,1.27956,103.9733,22,Friday,rainy,0,11.9
stall_168,dessert_stall,1.45702,103.90624,21,Sunday,cloudy,0,16.7
stall_91,fried_hokkien_mee_stall,1.20744,103.89463,21,Tuesday,sunny,0,15.6
stall_53,laksa_stall,1.40151,103.72,22,Tuesday,sunny,0,17.2
stall_7,fishball_noodle_stall,1.30143,103.83532,20,Sunday,sunny,0,14.7
stall_139,roti_prata_stall,1.32433,103.85191,22,Monday,rainy,0,14.8
stall_81,bakery,1.24443,103.65098,21,Saturday,sunny,1,23.5
stall_52,bakery,1.27161,103.75831,22,Tuesday,rainy,0,12.8
stall_70,dim_sum_stall,1.39027,103.70559,21,Tuesday,rainy,0,21.6
stall_7,fishball_noodle_stall,1.30143,103.83532,21,Thursday,sunny,0,22.5
stall_97,western_food_stall,1.26673,103.92663,20,Thursday,cloudy,0,28.6
stall_190,bakery,1.39504,103.91249,21,Thursday,sunny,0,7.1
stall_115,western_food_stall,1.42259,103.86825,23,Thursday,sunny,0,20.2
stall_53,laksa_stall,1.40151,103.72,23,Friday,sunny,0,7.2
stall_24,fried_hokkien_mee_stall,1.32656,103.71142,21,Friday,cloudy,0,19.5
stall_186,dessert_stall,1.4256,103.93277,20,Tuesday,sunny,0,9.1
stall_31,chicken_rice_stall,1.34569,103.6855,23,Saturday,cloudy,0,28.8
stall_92,laksa_stall,1.29966,103.97233,22,Thursday,sunny,0,18.6
stall_54,economic_rice_stall,1.29485,103.90075,20,Sunday,cloudy,0,34.6
stall_93,western_food_stall,1.44067,103.94563,23,Wednesday,cloudy,0,33.0
stall_29,dessert_stall,1.4907,103.97055,23,Monday,sunny,0,21.0
stall_98,chicken_rice_stall,1.33809,103.72208,23,Thursday,sunny,0,27.4
stall_91,fried_hokkien_mee_stall,1.20744,103.89463,22,Wednesday,sunny,0,30.0
stall_112,fishball_noodle_stall,1.27642,103.88351,22,Tuesday,cloudy,1,20.5
stall_22,laksa_stall,1.4585,103.69946,23,Thursday,sunny,0,17.2
stall_71,fried_hokkien_mee_stall,1.34656,103.96213,22,Monday,sunny,0,22.1
stall_64,economic_rice_stall,1.44513,103.71975,21,Friday,sunny,0,29.2
stall_33,roti_prata_stall,1.31369,103.99412,21,Tuesday,cloudy,0,12.7
stall_121,dessert_stall,1.32072,103.71826,20,Monday,cloudy,1,16.6
stall_54,economic_rice_stall,1.29485,103.90075,22,Wednesday,cloudy,0,19.5
stall_107,fried_hokkien_mee_stall,1.48876,103.70619,21,Thursday,sunny,1,28.4
stall_45,dessert_stall,1.37851,103.87009,21,Saturday,cloudy,0,13.2
stall_47,chicken_rice_stall,1.46709,103.69849,22,Monday,sunny,0,19.7
stall_8,bakery,1.26903,103.68809,23,Tuesday,rainy,0,17.8
stall_104,dessert_stall,1.49434,103.81449,22,Sunday,rainy,0,13.6
stall_160,laksa_stall,1.28151,103.72788,22,Monday,sunny,0,17.9
stall_85,laksa_stall,1.27486,103.64112,20,Thursday,sunny,0,0.0
stall_189,dim_sum_stall,1.49997,103.73998,21,Thursday,sunny,0,9.8
stall_139,roti_prata_stall,1.32433,103.85191,23,Sunday,cloudy,1,25.7
stall_185,western_food_stall,1.42837,103.75165,21,Tuesday,sunny,0,20.7
stall_4,economic_rice_stall,1.49854,103.85995,22,Tuesday,sunny,0,25.5
stall_108,dim_sum_stall,1.23252,103.77383,20,Monday,rainy,0,21.7
stall_119,dessert_stall,1.41593,103.72013,23,Sunday,cloudy,0,12.4
stall_113,economic_rice_stall,1.20051,103.97023,21,Sunday,cloudy,0,26.1
stall_164,fried_hokkien_mee_stall,1.32228,103.81704,20,Wednesday,rainy,0,26.0
stall_121,dessert_stall,1.32072,103.71826,22,Tuesday,rainy,0,17.1
stall_169,western_food_stall,1.31411,103.60236,22,Friday,cloudy,1,33.9
stall_184,chicken_rice_stall,1.2635,103.73074,20,Thursday,rainy,0,22.7
stall_192,fishball_noodle_stall,1.48488,103.67974,21,Tuesday,sunny,0,14.0
stall_132,fried_hokkien_mee_stall,1.22544,103.80618,21,Sunday,sunny,0,14.1
stall_58,dessert_stall,1.27956,103.9733,20,Saturday,sunny,0,5.6
stall_184,chicken_rice_stall,1.2635,103.73074,23,Wednesday,cloudy,0,19.0
stall_27,western_food_stall,1.3651,103.62024,21,Tuesday,rainy,0,28.6
stall_48,dim_sum_stall,1.37836,103.84775,22,Wednesday,cloudy,0,19.2
stall_119,dessert_stall,1.41593,103.72013,22,Sunday,sunny,0,7.6
stall_84,fishball_noodle_stall,1.46968,103.68403,23,Wednesday,cloudy,0,17.6
stall_38,beverage_stall,1.24644,103.71868,20,Saturday,rainy,0,19.1
stall_162,laksa_stall,1.26938,103.87758,20,Sunday,sunny,0,20.2
stall_47,chicken_rice_stall,1.46709,103.69849,20,Tuesday,cloudy,0,13.3
stall_9,fried_hokkien_mee_stall,1.2213,103.85244,21,Tuesday,rainy,0,23.1
stall_83,fried_hokkien_mee_stall,1.43884,103.94428,20,Friday,rainy,0,21.3
stall_124,western_food_stall,1.47084,103.84621,22,Tuesday,cloudy,0,32.9
stall_148,fried_hokkien_mee_stall,1.33694,103.92057,23,Thursday,sunny,0,21.5
stall_117,laksa_stall,1.39927,103.73208,22,Friday,rainy,0,25.9
stall_31,chicken_rice_stall,1.34569,103.6855,22,Saturday,cloudy,0,16.7
stall_87,fishball_noodle_stall,1.32191,103.84826,22,Tuesday,rainy,0,20.9
stall_88,dim_sum_stall,1.24637,103.97195,23,Sunday,cloudy,0,19.3
stall_117,laksa_stall,1.39927,103.73208,20,Saturday,rainy,0,21.2
stall_196,laksa_stall,1.40984,103.90676,22,Monday,rainy,0,24.5
stall_110,fried_hokkien_mee_stall,1.38186,103.80457,20,Friday,sunny,0,17.3
stall_25,laksa_stall,1.27494,103.96931,21,Thursday,sunny,0,13.5
stall_31,chicken_rice_stall,1.34569,103.6855,22,Tuesday,rainy,0,23.7
stall_79,fried_hokkien_mee_stall,1.47118,103.81824,23,Thursday,cloudy,0,20.5
stall_22,laksa_stall,1.4585,103.69946,21,Thursday,cloudy,1,35.4
stall_50,bakery,1.35683,103.97388,21,Sunday,cloudy,1,26.8
stall_57,beverage_stall,1.22198,103.68526,20,Tuesday,cloudy,0,8.0
stall_191,laksa_stall,1.39553,103.90169,22,Friday,cloudy,0,16.3
stall_200,dessert_stall,1.23243,103.61027,21,Friday,cloudy,0,16.7
stall_135,roti_prata_stall,1.40184,103.68986,20,Sunday,cloudy,0,16.3
stall_93,western_food_stall,1.44067,103.94563,21,Saturday,cloudy,0,27.6
stall_43,beverage_stall,1.24723,103.98431,22,Tuesday,sunny,0,9.4
stall_175,chicken_rice_stall,1.33075,103.61161,21,Saturday,cloudy,0,12.3
stall_159,economic_rice_stall,1.22325,103.71429,21,Sunday,cloudy,0,32.9
stall_39,bakery,1.49061,103.83167,23,Sunday,sunny,0,10.4
stall_72,beverage_stall,1.45383,103.63692,20,Thursday,rainy,0,22.0
stall_100,roti_prata_stall,1.2071,103.67725,23,Thursday,rainy,0,24.8
stall_83,fried_hokkien_mee_stall,1.43884,103.94428,21,Saturday,rainy,0,23.6
stall_1,fried_hokkien_mee_stall,1.32694,103.68472,20,Wednesday,cloudy,0,22.0
stall_143,economic_rice_stall,1.42529,103.90802,22,Tuesday,cloudy,0,39.6
stall_157,dim_sum_stall,1.42974,103.80852,20,Monday,rainy,0,26.1
stall_36,fishball_noodle_stall,1.4872,103.99817,21,Thursday,sunny,0,24.0
stall_196,laksa_stall,1.40984,103.90676,21,Thursday,sunny,0,18.5
stall_166,fried_hokkien_mee_stall,1.32604,103.96194,23,Thursday,cloudy,0,27.3
stall_50,bakery,1.35683,103.97388,21,Sunday,rainy,0,22.6
stall_19,laksa_stall,1.41872,103.86935,21,Wednesday,sunny,0,19.8
stall_103,western_food_stall,1.39244,103.75987,20,Saturday,cloudy,0,24.1
stall_150,economic_rice_stall,1.37864,103.98002,21,Tuesday,rainy,0,34.1
stall_37,western_food_stall,1.36673,103.88736,22,Sunday,rainy,0,37.9
stall_3,chicken_rice_stall,1.26035,103.72469,20,Friday,rainy,0,26.7
stall_135,roti_prata_stall,1.40184,103.68986,20,Sunday,cloudy,0,11.2
stall_154,economic_rice_stall,1.46916,103.89746,23,Tuesday,cloudy,0,23.5
stall_113,economic_rice_stall,1.20051,103.97023,22,Sunday,sunny,0,22.0
stall_139,roti_prata_stall,1.32433,103.85191,23,Tuesday,sunny,0,13.0
stall_194,fried_hokkien_mee_stall,1.23787,103.86778,22,Wednesday,sunny,0,13.2
stall_98,chicken_rice_stall,1.33809,103.72208,22,Monday,cloudy,0,15.2
stall_120,roti_prata_stall,1.29279,103.76336,23,Friday,sunny,1,19.7
stall_182,economic_rice_stall,1.24071,103.78468,23,Sunday,rainy,0,33.2
stall_58,dessert_stall,1.27956,103.9733,20,Monday,cloudy,0,10.9
stall_155,roti_prata_stall,1.3424,103.70368,22,Tuesday,cloudy,0,18.8
stall_127,dim_sum_stall,1.32897,103.83199,23,Thursday,sunny,0,22.6
stall_164,fried_hokkien_mee_stall,1.32228,103.81704,20,Sunday,rainy,1,28.0
stall_186,dessert_stall,1.4256,103.93277,22,Wednesday,cloudy,0,17.3
stall_131,fishball_noodle_stall,1.43881,103.66788,22,Thursday,cloudy,0,19.6
stall_65,bakery,1.39902,103.97557,22,Monday,sunny,0,5.6
stall_26,roti_prata_stall,1.33294,103.94454,23,Tuesday,cloudy,1,21.1
stall_127,dim_sum_stall,1.32897,103.83199,21,Friday,rainy,0,24.3
stall_171,beverage_stall,1.45603,103.98137,22,Monday,cloudy,0,14.0
stall_125,fishball_noodle_stall,1.29028,103.81917,23,Friday,cloudy,0,21.7
stall_171,beverage_stall,1.45603,103.98137,23,Monday,cloudy,0,9.3
stall_28,dim_sum_stall,1.49978,103.93441,20,Friday,sunny,0,20.4
stall_31,chicken_rice_stall,1.34569,103.6855,21,Wednesday,cloudy,0,20.5
stall_173,laksa_stall,1.36384,103.8413,23,Sunday,rainy,0,26.9
stall_184,chicken_rice_stall,1.2635,103.73074,20,Wednesday,cloudy,0,19.7
stall_113,economic_rice_stall,1.20051,103.97023,23,Friday,cloudy,0,24.4
stall_10,laksa_stall,1.26868,103.96217,23,Sunday,cloudy,1,30.8
stall_191,laksa_stall,1.39553,103.90169,23,Saturday,sunny,0,9.9
stall_56,dessert_stall,1.49954,103.99844,21,Monday,cloudy,0,19.0
stall_85,laksa_stall,1.27486,103.64112,20,Wednesday,rainy,0,30.7
stall_8,bakery,1.26903,103.68809,23,Sunday,rainy,0,19.1
stall_92,laksa_stall,1.29966,103.97233,22,Wednesday,sunny,0,10.3
stall_71,fried_hokkien_mee_stall,1.34656,103.96213,23,Sunday,sunny,0,16.8
stall_84,fishball_noodle_stall,1.46968,103.68403,23,Saturday,cloudy,0,15.1
stall_68,roti_prata_stall,1.2817,103.84193,21,Tuesday,cloudy,0,20.7
stall_198,economic_rice_stall,1.42438,103.64581,22,Saturday,rainy,0,36.8
stall_193,fishball_noodle_stall,1.20611,103.66095,22,Sunday,sunny,0,17.6
stall_128,bakery,1.39641,103.786,20,Wednesday,rainy,1,18.5
stall_158,chicken_rice_stall,1.38802,103.70984,21,Wednesday,rainy,0,29.0
stall_26,roti_prata_stall,1.33294,103.94454,20,Saturday,rainy,0,13.9
stall_81,bakery,1.24443,103.65098,23,Saturday,sunny,0,21.6
stall_194,fried_hokkien_mee_stall,1.23787,103.86778,23,Tuesday,rainy,0,24.7
stall_182,economic_rice_stall,1.24071,103.78468,23,Wednesday,rainy,0,30.9
stall_113,economic_rice_stall,1.20051,103.97023,22,Sunday,sunny,0,24.6
stall_44,beverage_stall,1.22403,103.67433,22,Monday,sunny,0,10.0
stall_49,laksa_stall,1.32577,103.83347,22,Friday,cloudy,0,22.0
stall_165,economic_rice_stall,1.32473,103.68273,22,Sunday,cloudy,0,35.8
stall_138,roti_prata_stall,1.45492,103.62913,21,Thursday,cloudy,1,28.9
stall_179,chicken_rice_stall,1.38668,103.61079,20,Tuesday,sunny,0,14.5
stall_24,fried_hokkien_mee_stall,1.32656,103.71142,23,Sunday,rainy,0,23.5
stall_38,beverage_stall,1.24644,103.71868,22,Friday,rainy,0,17.5
stall_102,bakery,1.49007,103.71165,21,Thursday,sunny,0,16.1
stall_189,dim_sum_stall,1.49997,103.73998,22,Friday,cloudy,0,11.8
stall_22,laksa_stall,1.4585,103.69946,22,Tuesday,rainy,0,21.9
stall_11,bakery,1.45789,103.62834,21,Friday,sunny,1,22.0
stall_171,beverage_stall,1.45603,103.98137,22,Monday,rainy,0,11.1
stall_58,dessert_stall,1.27956,103.9733,21,Tuesday,sunny,0,18.8
stall_113,economic_rice_stall,1.20051,103.97023,21,Tuesday,sunny,0,22.4
stall_76,western_food_stall,1.42237,103.82067,21,Monday,cloudy,0,13.5
stall_124,western_food_stall,1.47084,103.84621,23,Thursday,cloudy,0,22.0
stall_142,laksa_stall,1.39682,103.60222,21,Thursday,sunny,0,17.0
stall_133,fishball_noodle_stall,1.38988,103.73408,23,Saturday,cloudy,0,24.7
stall_100,roti_prata_stall,1.2071,103.67725,22,Saturday,rainy,0,19.5
stall_68,roti_prata_stall,1.2817,103.84193,23,Wednesday,rainy,0,15.5
stall_61,chicken_rice_stall,1.45012,103.88142,22,Friday,rainy,0,25.1
stall_20,dessert_stall,1.49525,103.63937,21,Wednesday,cloudy,0,8.5
stall_64,economic_rice_stall,1.44513,103.71975,21,Monday,cloudy,0,35.7
stall_182,economic_rice_stall,1.24071,103.78468,23,Friday,rainy,0,33.6
stall_27,western_food_stall,1.3651,103.62024,21,Saturday,rainy,0,19.7
stall_184,chicken_rice_stall,1.2635,103.73074,21,Thursday,rainy,0,20.6
stall_148,fried_hokkien_mee_stall,1.33694,103.92057,20,Thursday,cloudy,0,19.7
stall_113,economic_rice_stall,1.20051,103.97023,23,Friday,rainy,0,33.6
stall_17,western_food_stall,1.22908,103.77242,21,Monday,cloudy,0,28.1
stall_115,western_food_stall,1.42259,103.86825,20,Wednesday,rainy,0,24.0
stall_181,beverage_stall,1.20813,103.8571,21,Monday,cloudy,0,7.9
stall_91,fried_hokkien_mee_stall,1.20744,103.89463,20,Saturday,rainy,0,31.7
stall_146,fried_hokkien_mee_stall,1.35539,103.62009,22,Saturday,sunny,0,22.7
stall_183,western_food_stall,1.21509,103.75164,23,Thursday,cloudy,0,29.8
stall_196,laksa_stall,1.40984,103.90676,21,Thursday,sunny,0,20.5
stall_170,fishball_noodle_stall,1.30553,103.90139,23,Wednesday,cloudy,0,25.2
stall_179,chicken_rice_stall,1.38668,103.61079,22,Wednesday,sunny,1,27.5
stall_146,fried_hokkien_mee_stall,1.35539,103.62009,23,Tuesday,cloudy,0,16.3
stall_175,chicken_rice_stall,1.33075,103.61161,22,Sunday,sunny,0,17.4
stall_157,dim_sum_stall,1.42974,103.80852,20,Saturday,rainy,0,41.6
stall_151,fried_hokkien_mee_stall,1.46743,103.84506,20,Sunday,sunny,0,13.6
stall_158,chicken_rice_stall,1.38802,103.70984,20,Friday,rainy,0,24.9
stall_187,bakery,1.27568,103.63276,21,Saturday,sunny,0,13.3
stall_64,economic_rice_stall,1.44513,103.71975,21,Sunday,sunny,0,28.2
stall_8,bakery,1.26903,103.68809,23,Saturday,sunny,0,12.8
stall_85,laksa_stall,1.27486,103.64112,20,Monday,rainy,1,41.3
stall_147,bakery,1.27476,103.93933,23,Sunday,rainy,0,19.8
stall_98,chicken_rice_stall,1.33809,103.72208,23,Tuesday,rainy,1,40.7
stall_47,chicken_rice_stall,1.46709,103.69849,20,Wednesday,rainy,0,29.2
stall_46,economic_rice_stall,1.27056,103.64795,23,Wednesday,rainy,0,34.7
stall_24,fried_hokkien_mee_stall,1.32656,103.71142,21,Wednesday,rainy,0,18.3
stall_52,bakery,1.27161,103.75831,21,Wednesday,cloudy,0,11.1
stall_163,bakery,1.41193,103.62569,20,Wednesday,rainy,0,27.1
stall_193,fishball_noodle_stall,1.20611,103.66095,20,Friday,rainy,0,28.0
stall_6,western_food_stall,1.2363,103.68988,20,Friday,sunny,0,22.9
stall_175,chicken_rice_stall,1.33075,103.61161,22,Monday,sunny,0,15.0
stall_1,fried_hokkien_mee_stall,1.32694,103.68472,20,Monday,rainy,0,29.8
stall_99,beverage_stall,1.4386,103.69104,22,Monday,cloudy,0,19.4
stall_145,chicken_rice_stall,1.25277,103.98319,22,Sunday,sunny,0,14.2
stall_45,dessert_stall,1.37851,103.87009,21,Saturday,cloudy,0,25.0
stall_128,bakery,1.39641,103.786,21,Friday,sunny,0,8.3
stall_89,roti_prata_stall,1.45938,103.99048,20,Sunday,cloudy,0,9.7
stall_40,bakery,1.36266,103.89919,22,Friday,sunny,0,18.7
stall_113,economic_rice_stall,1.20051,103.97023,21,Friday,sunny,0,36.6
stall_114,fishball_noodle_stall,1.36154,103.88777,20,Friday,sunny,1,27.8
stall_138,roti_prata_stall,1.45492,103.62913,20,Sunday,rainy,0,15.1
stall_75,beverage_stall,1.39113,103.70478,20,Wednesday,cloudy,0,4.0
stall_47,chicken_rice_stall,1.46709,103.69849,21,Monday,rainy,1,36.2
stall_50,bakery,1.35683,103.97388,21,Friday,rainy,0,9.3
stall_117,laksa_stall,1.39927,103.73208,23,Sunday,rainy,0,21.5
stall_30,economic_rice_stall,1.45461,103.66652,20,Wednesday,sunny,0,21.7
stall_94,fried_hokkien_mee_stall,1.44322,103.70672,21,Tuesday,rainy,0,18.2
stall_49,laksa_stall,1.32577,103.83347,23,Monday,rainy,0,26.4
stall_16,bakery,1.44225,103.67616,23,Sunday,cloudy,0,20.3
stall_182,economic_rice_stall,1.24071,103.78468,20,Sunday,cloudy,0,31.4
stall_24,fried_hokkien_mee_stall,1.32656,103.71142,22,Friday,cloudy,0,23.3
stall_148,fried_hokkien_mee_stall,1.33694,103.92057,23,Sunday,cloudy,0,24.1
stall_165,economic_rice_stall,1.32473,103.68273,21,Wednesday,rainy,0,39.1
stall_35,economic_rice_stall,1.3365,103.7692,23,Sunday,sunny,0,20.1
stall_75,beverage_stall,1.39113,103.70478,23,Thursday,rainy,0,17.4
stall_97,western_food_stall,1.26673,103.92663,20,Thursday,sunny,0,18.3
stall_126,laksa_stall,1.20012,103.71477,20,Wednesday,cloudy,0,19.7
stall_124,western_food_stall,1.47084,103.84621,23,Wednesday,rainy,0,34.0
stall_198,economic_rice_stall,1.42438,103.64581,22,Sunday,cloudy,0,28.6
stall_179,chicken_rice_stall,1.38668,103.61079,20,Friday,sunny,0,20.6
stall_49,laksa_stall,1.32577,103.83347,20,Wednesday,cloudy,0,19.7
stall_192,fishball_noodle_stall,1.48488,103.67974,21,Saturday,rainy,0,29.8
stall_190,bakery,1.39504,103.91249,20,Friday,sunny,0,6.4
stall_13,roti_prata_stall,1.26427,103.65292,22,Thursday,sunny,0,20.4
stall_91,fried_hokkien_mee_stall,1.20744,103.89463,20,Sunday,cloudy,0,21.6
stall_112,fishball_noodle_stall,1.27642,103.88351,21,Friday,rainy,0,22.2
stall_175,chicken_rice_stall,1.33075,103.61161,20,Tuesday,sunny,0,12.9
stall_118,economic_rice_stall,1.29417,103.93921,21,Tuesday,cloudy,1,44.9
stall_82,dessert_stall,1.29248,103.95959,20,Saturday,sunny,0,8.1
stall_127,dim_sum_stall,1.32897,103.83199,21,Friday,cloudy,0,14.0
stall_157,dim_sum_stall,1.42974,103.80852,20,Monday,rainy,0,16.1
stall_53,laksa_stall,1.40151,103.72,20,Wednesday,sunny,0,32.0
stall_62,fried_hokkien_mee_stall,1.3835,103.99489,22,Tuesday,rainy,1,37.3
stall_59,western_food_stall,1.46426,103.95171,22,Sunday,rainy,0,23.1
stall_12,dessert_stall,1.2714,103.86759,21,Tuesday,cloudy,0,20.8
stall_64,economic_rice_stall,1.44513,103.71975,22,Thursday,cloudy,1,37.9
stall_147,bakery,1.27476,103.93933,22,Tuesday,cloudy,0,17.4
stall_189,dim_sum_stall,1.49997,103.73998,22,Thursday,cloudy,0,21.1
stall_3,chicken_rice_stall,1.26035,103.72469,23,Sunday,rainy,1,32.8
stall_97,western_food_stall,1.26673,103.92663,22,Sunday,sunny,1,30.7
stall_200,dessert_stall,1.23243,103.61027,23,Wednesday,cloudy,0,12.8
stall_3,chicken_rice_stall,1.26035,103.72469,23,Monday,cloudy,0,18.7
stall_197,fishball_noodle_stall,1.25034,103.8429,23,Tuesday,cloudy,0,23.0
stall_177,beverage_stall,1.3213,103.66602,21,Monday,cloudy,0,10.2
stall_30,economic_rice_stall,1.45461,103.66652,20,Tuesday,rainy,0,36.5
stall_18,western_food_stall,1.32707,103.78681,21,Friday,rainy,0,37.5
stall_43,beverage_stall,1.24723,103.98431,22,Saturday,cloudy,1,18.9
stall_178,dim_sum_stall,1.34022,103.65105,23,Wednesday,cloudy,0,24.9
stall_74,beverage_stall,1.20106,103.90845,22,Sunday,cloudy,0,12.1
stall_67,bakery,1.23211,103.82129,20,Sunday,sunny,1,20.5
stall_102,bakery,1.49007,103.71165,21,Monday,cloudy,0,8.5
stall_128,bakery,1.39641,103.786,21,Tuesday,cloudy,0,17.9
stall_10,laksa_stall,1.26868,103.96217,23,Thursday,sunny,0,16.4
stall_29,dessert_stall,1.4907,103.97055,21,Monday,rainy,0,11.1
stall_48,dim_sum_stall,1.37836,103.84775,20,Sunday,cloudy,0,21.7
stall_18,western_food_stall,1.32707,103.78681,21,Thursday,cloudy,0,32.6
stall_95,beverage_stall,1.43621,103.64324,23,Saturday,sunny,0,1.3
stall_114,fishball_noodle_stall,1.36154,103.88777,20,Saturday,cloudy,0,11.6
stall_197,fishball_noodle_stall,1.25034,103.8429,21,Sunday,sunny,0,12.4
stall_186,dessert_stall,1.4256,103.93277,22,Monday,cloudy,0,12.5
stall_4,economic_rice_stall,1.49854,103.85995,21,Wednesday,rainy,0,46.3
stall_45,dessert_stall,1.37851,103.87009,22,Thursday,sunny,0,12.7
stall_165,economic_rice_stall,1.32473,103.68273,20,Thursday,rainy,0,29.1
stall_40,bakery,1.36266,103.89919,22,Friday,sunny,0,23.3
stall_58,dessert_stall,1.27956,103.9733,21,Saturday,sunny,0,11.0
stall_86,western_food_stall,1.43403,103.95365,23,Monday,rainy,0,31.6
stall_18,western_food_stall,1.32707,103.78681,21,Friday,cloudy,0,25.5
stall_74,beverage_stall,1.20106,103.90845,21,Tuesday,cloudy,0,11.7
stall_82,dessert_stall,1.29248,103.95959,20,Monday,cloudy,0,6.1
stall_17,western_food_stall,1.22908,103.77242,23,Friday,cloudy,1,29.4
stall_5,western_food_stall,1.33143,103.80703,21,Saturday,rainy,0,27.0
stall_95,beverage_stall,1.43621,103.64324,20,Tuesday,sunny,0,13.3
stall_176,dessert_stall,1.30084,103.87166,21,Monday,rainy,0,16.3
stall_1,fried_hokkien_mee_stall,1.32694,103.68472,20,Sunday,rainy,0,26.8
stall_197,fishball_noodle_stall,1.25034,103.8429,20,Sunday,sunny,0,13.3
stall_196,laksa_stall,1.40984,103.90676,20,Friday,cloudy,0,23.0
stall_19,laksa_stall,1.41872,103.86935,20,Saturday,rainy,0,30.5
stall_147,bakery,1.27476,103.93933,23,Wednesday,cloudy,0,14.1
stall_158,chicken_rice_stall,1.38802,103.70984,23,Thursday,cloudy,0,28.0
stall_61,chicken_rice_stall,1.45012,103.88142,23,Friday,rainy,0,24.4
stall_89,roti_prata_stall,1.45938,103.99048,23,Thursday,sunny,0,14.9
stall_117,laksa_stall,1.39927,103.73208,22,Tuesday,sunny,0,7.9
stall_74,beverage_stall,1.20106,103.90845,21,Thursday,rainy,0,15.8
stall_42,bakery,1.35086,103.94109,22,Saturday,sunny,0,13.9
stall_111,dim_sum_stall,1.31556,103.83064,22,Tuesday,sunny,0,19.3
stall_118,economic_rice_stall,1.29417,103.93921,23,Saturday,cloudy,0,37.4
stall_59,western_food_stall,1.46426,103.95171,23,Tuesday,cloudy,0,18.7
stall_91,fried_hokkien_mee_stall,1.20744,103.89463,21,Thursday,rainy,0,31.9
stall_107,fried_hokkien_mee_stall,1.48876,103.70619,23,Saturday,rainy,0,30.8
stall_114,fishball_noodle_stall,1.36154,103.88777,23,Thursday,rainy,0,28.2
stall_87,fishball_noodle_stall,1.32191,103.84826,22,Saturday,rainy,0,28.5
stall_35,economic_rice_stall,1.3365,103.7692,21,Tuesday,sunny,0,17.6
stall_183,western_food_stall,1.21509,103.75164,21,Friday,sunny,0,28.1
stall_187,bakery,1.27568,103.63276,22,Thursday,cloudy,0,11.2
stall_196,laksa_stall,1.40984,103.90676,23,Wednesday,cloudy,1,33.2
stall_79,fried_hokkien_mee_stall,1.47118,103.81824,21,Thursday,sunny,0,11.6
stall_121,dessert_stall,1.32072,103.71826,20,Friday,cloudy,0,13.6
stall_116,laksa_stall,1.30927,103.62799,22,Sunday,cloudy,0,14.9
stall_106,western_food_stall,1.49112,103.67143,20,Tuesday,sunny,0,22.4
stall_87,fishball_noodle_stall,1.32191,103.84826,21,Saturday,rainy,0,25.3
stall_133,fishball_noodle_stall,1.38988,103.73408,23,Tuesday,rainy,0,22.9
stall_7,fishball_noodle_stall,1.30143,103.83532,21,Thursday,cloudy,0,20.4
stall_171,beverage_stall,1.45603,103.98137,21,Wednesday,cloudy,0,14.7
stall_175,chicken_rice_stall,1.33075,103.61161,21,Saturday,rainy,1,39.6
stall_148,fried_hokkien_mee_stall,1.33694,103.92057,21,Tuesday,rainy,0,30.0
stall_82,dessert_stall,1.29248,103.95959,23,Tuesday,cloudy,0,10.5
stall_34,beverage_stall,1.27956,103.91363,23,Wednesday,cloudy,0,10.5
stall_196,laksa_stall,1.40984,103.90676,20,Saturday,sunny,1,26.5
